state,2015
CA,145
NJ,110
OH,87
TX,70
IL,64
FL,51
NY,48
GA,42
WI,31
PA,30
WA,28
MO,23
MI,22
MA,21
CT,18
AL,17
VA,15
NV,12
OK,12
HI,12
NC,10
MN,9
NH,8
KS,8
PR,7
OR,7
WV,7
WY,7
IA,6
IN,6
ME,6
SC,6
ND,5
MS,5
NE,4
DE,4
CO,4
RI,4
LA,4
KY,3
AR,3
VT,2
AK,2
TN,2
NM,2
MT,2
SD,1
MD,1
DC,1
AZ,1
